Control1,Program,Date,Year,Month,Day,Location,Grid,Secchi Depth (cm)
205013,Pamlico Sound Survey(APES),6/12/2002,2002,6,12,E. OF BLUFF TO LONG SH./RODAN.,YY63,
205014,Pamlico Sound Survey(APES),6/12/2002,2002,6,12,E. OF BLUFF TO LONG SH./RODAN.,YS67,
205015,Pamlico Sound Survey(APES),6/12/2002,2002,6,12,E. OF BLUFF TO LONG SH./RODAN.,YQ65,
205016,Pamlico Sound Survey(APES),6/12/2002,2002,6,12,E. OF BLUFF TO LONG SH./RODAN.,YR61,
205017,Pamlico Sound Survey(APES),6/12/2002,2002,6,12,E. OF BLUFF TO LONG SH./RODAN.,YR58,
205018,Pamlico Sound Survey(APES),6/12/2002,2002,6,12,E. OF BLUFF TO LONG SH./RODAN.,YS58,
205019,Pamlico Sound Survey(APES),6/13/2002,2002,6,13,E. OF BLUFF TO LONG SH./RODAN.,YV51,
205020,Pamlico Sound Survey(APES),6/13/2002,2002,6,13,GULL SHOAL,YU51,
205021,Pamlico Sound Survey(APES),6/13/2002,2002,6,13,E. OF BLUFF TO LONG SH./RODAN.,YT52,
205022,Pamlico Sound Survey(APES),6/13/2002,2002,6,13,GIBBS SHOAL,YO54,
205023,Pamlico Sound Survey(APES),6/13/2002,2002,6,13,E. OF BLUFF TO LONG SH./RODAN.,YR53,
205024,Pamlico Sound Survey(APES),6/17/2002,2002,6,17,E. OF BLUFF TO LONG SH./RODAN.,YM75,
205025,Pamlico Sound Survey(APES),6/10/2002,2002,6,10,MOUTH TO CHERRY PT/WILKINSON PT.,ZS7,
205026,Pamlico Sound Survey(APES),6/10/2002,2002,6,10,MOUTH TO CHERRY PT/WILKINSON PT.,ZQ9,
205027,Pamlico Sound Survey(APES),6/10/2002,2002,6,10,MOUTH TO CHERRY PT/WILKINSON PT.,ZP12,
205028,Pamlico Sound Survey(APES),6/10/2002,2002,6,10,MOUTH TO CHERRY PT/WILKINSON PT.,ZP17,
205029,Pamlico Sound Survey(APES),6/10/2002,2002,6,10,MOUTH TO CHERRY PT/WILKINSON PT.,ZM18,
205030,Pamlico Sound Survey(APES),6/10/2002,2002,6,10,POINT OF MARSH,ZL21,
205031,Pamlico Sound Survey(APES),6/11/2002,2002,6,11,WEST OF BLUFF SHOAL,ZJ24,
205032,Pamlico Sound Survey(APES),6/11/2002,2002,6,11,BRANT ISLAND SHOAL,ZI32,
205033,Pamlico Sound Survey(APES),6/11/2002,2002,6,11,WEST OF BLUFF SHOAL,ZL29,
205034,Pamlico Sound Survey(APES),6/11/2002,2002,6,11,WEST OF BLUFF SHOAL,ZL33,
205035,Pamlico Sound Survey(APES),6/11/2002,2002,6,11,WEST OF BLUFF SHOAL,ZN32,
205036,Pamlico Sound Survey(APES),6/11/2002,2002,6,11,WEST OF BLUFF SHOAL,ZQ36,
205037,Pamlico Sound Survey(APES),6/11/2002,2002,6,11,WEST OF BLUFF SHOAL,ZO38,
205038,Pamlico Sound Survey(APES),6/11/2002,2002,6,11,WEST OF BLUFF SHOAL,ZM36,
205039,Pamlico Sound Survey(APES),6/11/2002,2002,6,11,WEST OF BLUFF SHOAL,ZD43,
206302,Pamlico Sound Survey(APES),9/16/2002,2002,9,16,CHERRY PT/WILK. PT TO NEW BERN,ZP81,
206303,Pamlico Sound Survey(APES),9/16/2002,2002,9,16,CHERRY PT/WILK. PT TO NEW BERN,ZT87,
206304,Pamlico Sound Survey(APES),9/16/2002,2002,9,16,MOUTH TO CHERRY PT/WILKINSON PT.,ZT3,
206305,Pamlico Sound Survey(APES),9/16/2002,2002,9,16,MOUTH TO CHERRY PT/WILKINSON PT.,ZU6,
206306,Pamlico Sound Survey(APES),9/17/2002,2002,9,17,MOUTH TO CHERRY PT/WILKINSON PT.,ZP20,
206307,Pamlico Sound Survey(APES),9/17/2002,2002,9,17,WEST OF BLUFF SHOAL,ZI25,
206308,Pamlico Sound Survey(APES),9/17/2002,2002,9,17,WEST OF BLUFF SHOAL,ZI27,
206309,Pamlico Sound Survey(APES),9/17/2002,2002,9,17,WEST OF BLUFF SHOAL,ZJ31,
206310,Pamlico Sound Survey(APES),9/17/2002,2002,9,17,BRANT ISLAND SHOAL,ZF29,
206311,Pamlico Sound Survey(APES),9/17/2002,2002,9,17,WEST OF BLUFF SHOAL,ZD30,
206312,Pamlico Sound Survey(APES),9/17/2002,2002,9,17,UPPER MIDDLE GROUND,ZA29,
206313,Pamlico Sound Survey(APES),9/17/2002,2002,9,17,WEST OF BLUFF SHOAL,ZB34,
206314,Pamlico Sound Survey(APES),9/17/2002,2002,9,17,GREAT ISLAND,YX32,
206315,Pamlico Sound Survey(APES),9/17/2002,2002,9,17,GREAT ISLAND,YZ34,
206316,Pamlico Sound Survey(APES),9/18/2002,2002,9,18,E. OF BLUFF TO LONG SH./RODAN.,YW45,
206317,Pamlico Sound Survey(APES),9/18/2002,2002,9,18,WEST OF BLUFF SHOAL,ZB44,
206318,Pamlico Sound Survey(APES),9/18/2002,2002,9,18,E. OF BLUFF TO LONG SH./RODAN.,ZA48,
206319,Pamlico Sound Survey(APES),9/18/2002,2002,9,18,E. OF BLUFF TO LONG SH./RODAN.,YW49,
206320,Pamlico Sound Survey(APES),9/18/2002,2002,9,18,WYSOCKING BAY,YS48,
206321,Pamlico Sound Survey(APES),9/18/2002,2002,9,18,E. OF BLUFF TO LONG SH./RODAN.,YV55,
206322,Pamlico Sound Survey(APES),9/18/2002,2002,9,18,E. OF BLUFF TO LONG SH./RODAN.,YU58,
206323,Pamlico Sound Survey(APES),9/18/2002,2002,9,18,E. OF BLUFF TO LONG SH./RODAN.,YU59,
206324,Pamlico Sound Survey(APES),9/18/2002,2002,9,18,E. OF BLUFF TO LONG SH./RODAN.,YX59,
206325,Pamlico Sound Survey(APES),9/18/2002,2002,9,18,E. OF BLUFF TO LONG SH./RODAN.,ZB52,
206326,Pamlico Sound Survey(APES),9/19/2002,2002,9,19,E. OF BLUFF TO LONG SH./RODAN.,ZD64,
206327,Pamlico Sound Survey(APES),9/19/2002,2002,9,19,E. OF BLUFF TO LONG SH./RODAN.,YY62,
206328,Pamlico Sound Survey(APES),9/19/2002,2002,9,19,E. OF BLUFF TO LONG SH./RODAN.,YY61,
206329,Pamlico Sound Survey(APES),9/19/2002,2002,9,19,E. OF BLUFF TO LONG SH./RODAN.,YW64,
206330,Pamlico Sound Survey(APES),9/19/2002,2002,9,19,E. OF BLUFF TO LONG SH./RODAN.,YU67,
206331,Pamlico Sound Survey(APES),9/19/2002,2002,9,19,E. OF BLUFF TO LONG SH./RODAN.,YS72,
206332,Pamlico Sound Survey(APES),9/19/2002,2002,9,19,E. OF BLUFF TO LONG SH./RODAN.,YV74,
206333,Pamlico Sound Survey(APES),9/26/2002,2002,9,26,DRNT/PNGO PT-SNDY/OFLD,YM14,
206334,Pamlico Sound Survey(APES),9/25/2002,2002,9,25,DRNT/PNGO PT-SNDY/OFLD,YN15,
206335,Pamlico Sound Survey(APES),9/26/2002,2002,9,26,UPSTREAM DRNT/PUNGO PT,YL20,
206336,Pamlico Sound Survey(APES),9/25/2002,2002,9,25,GUM PT./GARRISON PT. TO MOUTH,YU14,
206337,Pamlico Sound Survey(APES),9/25/2002,2002,9,25,GUM PT./GARRISON PT. TO MOUTH,YU12,
206338,Pamlico Sound Survey(APES),9/25/2002,2002,9,25,MAULS PT/RGGD PT-GUM PT/GRRSN PT,YS3,
206339,Pamlico Sound Survey(APES),9/25/2002,2002,9,25,GUM PT./GARRISON PT. TO MOUTH,YU16,
206340,Pamlico Sound Survey(APES),9/25/2002,2002,9,25,GUM PT./GARRISON PT. TO MOUTH,YV19,
206341,Pamlico Sound Survey(APES),9/25/2002,2002,9,25,WEST OF BLUFF SHOAL,YX24,
206342,Pamlico Sound Survey(APES),9/25/2002,2002,9,25,ROSE BAY,YT26,
206343,Pamlico Sound Survey(APES),9/24/2002,2002,9,24,E. OF BLUFF TO LONG SH./RODAN.,YS61,
206344,Pamlico Sound Survey(APES),9/24/2002,2002,9,24,E. OF BLUFF TO LONG SH./RODAN.,YP65,
206345,Pamlico Sound Survey(APES),9/24/2002,2002,9,24,E. OF BLUFF TO LONG SH./RODAN.,YP75,
206346,Pamlico Sound Survey(APES),9/24/2002,2002,9,24,GULL ISLAND,YP78,
206347,Pamlico Sound Survey(APES),9/24/2002,2002,9,24,E. OF BLUFF TO LONG SH./RODAN.,YN77,
206348,Pamlico Sound Survey(APES),9/24/2002,2002,9,24,E. OF BLUFF TO LONG SH./RODAN.,YJ76,
206349,Pamlico Sound Survey(APES),9/24/2002,2002,9,24,LONG SH./RODAN. TO ROAN.MAR.LT.,YF77,
206350,Pamlico Sound Survey(APES),9/24/2002,2002,9,24,LONG SH./RODAN. TO ROAN.MAR.LT.,YC75,
206351,Pamlico Sound Survey(APES),9/24/2002,2002,9,24,LONG SH./RODAN. TO ROAN.MAR.LT.,YE71,
206352,Pamlico Sound Survey(APES),9/24/2002,2002,9,24,LONG SH./RODAN. TO ROAN.MAR.LT.,YI69,
206353,Pamlico Sound Survey(APES),9/24/2002,2002,9,24,E. OF BLUFF TO LONG SH./RODAN.,YL61,
305334,Pamlico Sound Survey(APES),6/9/2003,2003,6,9,CHERRY PT/WILK. PT TO NEW BERN,ZR83,
305335,Pamlico Sound Survey(APES),6/9/2003,2003,6,9,CHERRY PT/WILK. PT TO NEW BERN,ZQ85,
305336,Pamlico Sound Survey(APES),6/9/2003,2003,6,9,MOUTH TO CHERRY PT/WILKINSON PT.,ZU4,
305337,Pamlico Sound Survey(APES),6/10/2003,2003,6,10,MOUTH TO CHERRY PT/WILKINSON PT.,ZO15,
305338,Pamlico Sound Survey(APES),6/10/2003,2003,6,10,MOUTH TO CHERRY PT/WILKINSON PT.,ZQ13,
305339,Pamlico Sound Survey(APES),6/16/2003,2003,6,16,WEST OF BLUFF SHOAL,ZJ18,
305340,Pamlico Sound Survey(APES),6/16/2003,2003,6,16,WEST OF BLUFF SHOAL,ZI23,
305341,Pamlico Sound Survey(APES),6/17/2003,2003,6,17,GUM PT./GARRISON PT. TO MOUTH,YU8,
305342,Pamlico Sound Survey(APES),6/17/2003,2003,6,17,MAULS PT/RGGD PT-GUM PT/GRRSN PT,YP85,
305343,Pamlico Sound Survey(APES),6/17/2003,2003,6,17,UPSTREAM OF MAULS PT/RAGGED PT,YP83,
305344,Pamlico Sound Survey(APES),6/17/2003,2003,6,17,GUM PT./GARRISON PT. TO MOUTH,YW18,
305345,Pamlico Sound Survey(APES),6/17/2003,2003,6,17,GUM PT./GARRISON PT. TO MOUTH,YW16,
305346,Pamlico Sound Survey(APES),6/17/2003,2003,6,17,DRNT/PNGO PT-SNDY/OFLD,YP15,
305347,Pamlico Sound Survey(APES),6/17/2003,2003,6,17,UPSTREAM DRNT/PUNGO PT,YL18,
305348,Pamlico Sound Survey(APES),6/18/2003,2003,6,18,UPSTREAM DRNT/PUNGO PT,YL14,
305349,Pamlico Sound Survey(APES),6/18/2003,2003,6,18,WEST OF BLUFF SHOAL,YX26,
305350,Pamlico Sound Survey(APES),6/18/2003,2003,6,18,WEST OF BLUFF SHOAL,ZA32,
305351,Pamlico Sound Survey(APES),6/18/2003,2003,6,18,JUNIPER BAY,YW36,
305352,Pamlico Sound Survey(APES),6/18/2003,2003,6,18,WEST OF BLUFF SHOAL,ZD34,
305353,Pamlico Sound Survey(APES),6/18/2003,2003,6,18,WEST OF BLUFF SHOAL,ZE34,
305354,Pamlico Sound Survey(APES),6/18/2003,2003,6,18,WEST OF BLUFF SHOAL,ZD31,
305355,Pamlico Sound Survey(APES),6/18/2003,2003,6,18,BRANT ISLAND SHOAL,ZG30,
305356,Pamlico Sound Survey(APES),6/18/2003,2003,6,18,WEST OF BLUFF SHOAL,ZG37,
305357,Pamlico Sound Survey(APES),6/18/2003,2003,6,18,E. OF BLUFF TO LONG SH./RODAN.,ZE49,
305358,Pamlico Sound Survey(APES),6/19/2003,2003,6,19,WEST OF BLUFF SHOAL,ZK38,
305359,Pamlico Sound Survey(APES),6/19/2003,2003,6,19,WEST OF BLUFF SHOAL,ZL35,
305360,Pamlico Sound Survey(APES),6/19/2003,2003,6,19,WEST OF BLUFF SHOAL,ZN39,
305361,Pamlico Sound Survey(APES),6/19/2003,2003,6,19,WEST OF BLUFF SHOAL,ZA43,
305362,Pamlico Sound Survey(APES),6/19/2003,2003,6,19,E. OF BLUFF TO LONG SH./RODAN.,YZ47,
305363,Pamlico Sound Survey(APES),6/24/2003,2003,6,24,E. OF BLUFF TO LONG SH./RODAN.,YR55,
305364,Pamlico Sound Survey(APES),6/24/2003,2003,6,24,E. OF BLUFF TO LONG SH./RODAN.,YR58,
305365,Pamlico Sound Survey(APES),6/24/2003,2003,6,24,E. OF BLUFF TO LONG SH./RODAN.,YV56,
305366,Pamlico Sound Survey(APES),6/24/2003,2003,6,24,E. OF BLUFF TO LONG SH./RODAN.,YW56,
305367,Pamlico Sound Survey(APES),6/24/2003,2003,6,24,E. OF BLUFF TO LONG SH./RODAN.,YX62,
305368,Pamlico Sound Survey(APES),6/24/2003,2003,6,24,E. OF BLUFF TO LONG SH./RODAN.,YW67,
305369,Pamlico Sound Survey(APES),6/24/2003,2003,6,24,E. OF BLUFF TO LONG SH./RODAN.,YV65,
305370,Pamlico Sound Survey(APES),6/24/2003,2003,6,24,E. OF BLUFF TO LONG SH./RODAN.,YX69,
305371,Pamlico Sound Survey(APES),6/24/2003,2003,6,24,E. OF BLUFF TO LONG SH./RODAN.,ZB65,
305372,Pamlico Sound Survey(APES),6/24/2003,2003,6,24,E. OF BLUFF TO LONG SH./RODAN.,ZG55,
305373,Pamlico Sound Survey(APES),6/24/2003,2003,6,24,E. OF BLUFF TO LONG SH./RODAN.,ZA57,
305374,Pamlico Sound Survey(APES),6/24/2003,2003,6,24,E. OF BLUFF TO LONG SH./RODAN.,ZE55,
305375,Pamlico Sound Survey(APES),6/25/2003,2003,6,25,E. OF BLUFF TO LONG SH./RODAN.,YX51,
305376,Pamlico Sound Survey(APES),6/25/2003,2003,6,25,E. OF BLUFF TO LONG SH./RODAN.,YZ51,
305377,Pamlico Sound Survey(APES),6/25/2003,2003,6,25,GULL SHOAL,YU52,
305378,Pamlico Sound Survey(APES),6/25/2003,2003,6,25,E. OF BLUFF TO LONG SH./RODAN.,YQ71,
305379,Pamlico Sound Survey(APES),6/25/2003,2003,6,25,E. OF BLUFF TO LONG SH./RODAN.,YM78,
305380,Pamlico Sound Survey(APES),6/25/2003,2003,6,25,PINGLETON SHOAL,YK58,
305381,Pamlico Sound Survey(APES),6/25/2003,2003,6,25,E. OF BLUFF TO LONG SH./RODAN.,YL74,
305382,Pamlico Sound Survey(APES),6/25/2003,2003,6,25,E. OF BLUFF TO LONG SH./RODAN.,YN68,
305383,Pamlico Sound Survey(APES),6/25/2003,2003,6,25,E. OF BLUFF TO LONG SH./RODAN.,YM60,
305384,Pamlico Sound Survey(APES),6/26/2003,2003,6,26,E. OF BLUFF TO LONG SH./RODAN.,YX46,
305385,Pamlico Sound Survey(APES),6/26/2003,2003,6,26,E. OF BLUFF TO LONG SH./RODAN.,YX49,
305386,Pamlico Sound Survey(APES),6/26/2003,2003,6,26,E. OF BLUFF TO LONG SH./RODAN.,YZ52,
307288,Pamlico Sound Survey(APES),9/30/2003,2003,9,30,GUM PT./GARRISON PT. TO MOUTH,YT8,
307289,Pamlico Sound Survey(APES),10/1/2003,2003,10,1,E. OF BLUFF TO LONG SH./RODAN.,YV46,
307290,Pamlico Sound Survey(APES),10/1/2003,2003,10,1,E. OF BLUFF TO LONG SH./RODAN.,YX48,
307291,Pamlico Sound Survey(APES),10/1/2003,2003,10,1,E. OF BLUFF TO LONG SH./RODAN.,YW65,
307292,Pamlico Sound Survey(APES),10/1/2003,2003,10,1,E. OF BLUFF TO LONG SH./RODAN.,YT74,
307293,Pamlico Sound Survey(APES),10/1/2003,2003,10,1,E. OF BLUFF TO LONG SH./RODAN.,YP72,
307294,Pamlico Sound Survey(APES),10/1/2003,2003,10,1,E. OF BLUFF TO LONG SH./RODAN.,YN71,
307295,Pamlico Sound Survey(APES),10/1/2003,2003,10,1,E. OF BLUFF TO LONG SH./RODAN.,YO68,
307296,Pamlico Sound Survey(APES),10/1/2003,2003,10,1,E. OF BLUFF TO LONG SH./RODAN.,YJ72,
307297,Pamlico Sound Survey(APES),10/1/2003,2003,10,1,LONG SH./RODAN. TO ROAN.MAR.LT.,YD75,
307298,Pamlico Sound Survey(APES),10/1/2003,2003,10,1,LONG SH./RODAN. TO ROAN.MAR.LT.,Z71,
307299,Pamlico Sound Survey(APES),10/1/2003,2003,10,1,LONG SH./RODAN. TO ROAN.MAR.LT.,YE70,
307300,Pamlico Sound Survey(APES),10/1/2003,2003,10,1,LONG SH./RODAN. TO ROAN.MAR.LT.,YG71,
307301,Pamlico Sound Survey(APES),9/23/2003,2003,9,23,MOUTH TO CHERRY PT/WILKINSON PT.,ZO17,
307302,Pamlico Sound Survey(APES),9/23/2003,2003,9,23,WEST OF BLUFF SHOAL,ZI22,
307303,Pamlico Sound Survey(APES),9/23/2003,2003,9,23,RACCOON ISLAND,ZL26,
307304,Pamlico Sound Survey(APES),9/23/2003,2003,9,23,WEST OF BLUFF SHOAL,ZL33,
307305,Pamlico Sound Survey(APES),9/23/2003,2003,9,23,WEST OF BLUFF SHOAL,ZM39,
307306,Pamlico Sound Survey(APES),9/23/2003,2003,9,23,WEST OF BLUFF SHOAL,ZN42,
307307,Pamlico Sound Survey(APES),10/2/2003,2003,10,2,E. OF BLUFF TO LONG SH./RODAN.,YJ60,
307308,Pamlico Sound Survey(APES),10/2/2003,2003,10,2,E. OF BLUFF TO LONG SH./RODAN.,YK63,
307309,Pamlico Sound Survey(APES),10/2/2003,2003,10,2,LONG SH./RODAN. TO ROAN.MAR.LT.,YH67,
307310,Pamlico Sound Survey(APES),10/2/2003,2003,10,2,LONG SH./RODAN. TO ROAN.MAR.LT.,YH68,
307311,Pamlico Sound Survey(APES),10/2/2003,2003,10,2,E. OF BLUFF TO LONG SH./RODAN.,YN64,
307312,Pamlico Sound Survey(APES),10/2/2003,2003,10,2,E. OF BLUFF TO LONG SH./RODAN.,YL58,
307313,Pamlico Sound Survey(APES),9/30/2003,2003,9,30,DRNT/PNGO PT-SNDY/OFLD,YO15,
307314,Pamlico Sound Survey(APES),9/30/2003,2003,9,30,DRNT/PNGO PT-SNDY/OFLD,YM14,
307315,Pamlico Sound Survey(APES),9/30/2003,2003,9,30,SNDY PT/O.FLD.PT-MOUTH,YR16,
307316,Pamlico Sound Survey(APES),9/30/2003,2003,9,30,WEST OF BLUFF SHOAL,YZ23,
307317,Pamlico Sound Survey(APES),9/30/2003,2003,9,30,GUM PT./GARRISON PT. TO MOUTH,YU13,
307318,Pamlico Sound Survey(APES),9/30/2003,2003,9,30,GUM PT./GARRISON PT. TO MOUTH,YT10,
307319,Pamlico Sound Survey(APES),9/30/2003,2003,9,30,GUM PT./GARRISON PT. TO MOUTH,YS10,
307320,Pamlico Sound Survey(APES),9/30/2003,2003,9,30,GUM PT./GARRISON PT. TO MOUTH,YS9,
307321,Pamlico Sound Survey(APES),9/25/2003,2003,9,25,BLUFF SHOAL,ZD46,
307322,Pamlico Sound Survey(APES),9/25/2003,2003,9,25,E. OF BLUFF TO LONG SH./RODAN.,ZE45,
307323,Pamlico Sound Survey(APES),9/25/2003,2003,9,25,WEST OF BLUFF SHOAL,ZH40,
307324,Pamlico Sound Survey(APES),9/25/2003,2003,9,25,WEST OF BLUFF SHOAL,ZI38,
307325,Pamlico Sound Survey(APES),9/25/2003,2003,9,25,WEST OF BLUFF SHOAL,ZA28,
307326,Pamlico Sound Survey(APES),9/25/2003,2003,9,25,WEST OF BLUFF SHOAL,YZ33,
307327,Pamlico Sound Survey(APES),9/25/2003,2003,9,25,GREAT ISLAND,YZ34,
307328,Pamlico Sound Survey(APES),9/25/2003,2003,9,25,E. OF BLUFF TO LONG SH./RODAN.,YX45,
307329,Pamlico Sound Survey(APES),9/24/2003,2003,9,24,E. OF BLUFF TO LONG SH./RODAN.,ZD53,
307330,Pamlico Sound Survey(APES),9/24/2003,2003,9,24,E. OF BLUFF TO LONG SH./RODAN.,ZD57,
307331,Pamlico Sound Survey(APES),9/24/2003,2003,9,24,E. OF BLUFF TO LONG SH./RODAN.,ZF57,
307332,Pamlico Sound Survey(APES),9/24/2003,2003,9,24,E. OF BLUFF TO LONG SH./RODAN.,ZC64,
307333,Pamlico Sound Survey(APES),9/24/2003,2003,9,24,E. OF BLUFF TO LONG SH./RODAN.,ZA65,
307334,Pamlico Sound Survey(APES),9/24/2003,2003,9,24,E. OF BLUFF TO LONG SH./RODAN.,ZB61,
307335,Pamlico Sound Survey(APES),9/24/2003,2003,9,24,E. OF BLUFF TO LONG SH./RODAN.,ZA56,
307336,Pamlico Sound Survey(APES),9/24/2003,2003,9,24,E. OF BLUFF TO LONG SH./RODAN.,YY56,
307337,Pamlico Sound Survey(APES),9/22/2003,2003,9,22,MOUTH TO CHERRY PT/WILKINSON PT.,ZT6,
307338,Pamlico Sound Survey(APES),9/22/2003,2003,9,22,CHERRY PT/WILK. PT TO NEW BERN,ZQ85,
307339,Pamlico Sound Survey(APES),9/23/2003,2003,9,23,MOUTH TO CHERRY PT/WILKINSON PT.,ZQ10,
307340,Pamlico Sound Survey(APES),9/23/2003,2003,9,23,MOUTH TO CHERRY PT/WILKINSON PT.,ZO16,
406360,Pamlico Sound Survey(APES),6/7/2004,2004,6,7,MOUTH TO CHERRY PT/WILKINSON PT.,ZN16,
406361,Pamlico Sound Survey(APES),6/7/2004,2004,6,7,MOUTH TO CHERRY PT/WILKINSON PT.,ZP19,
406362,Pamlico Sound Survey(APES),6/7/2004,2004,6,7,GUM THICKET SHOAL,ZM16,
406363,Pamlico Sound Survey(APES),6/7/2004,2004,6,7,MOUTH TO CHERRY PT/WILKINSON PT.,ZM18,
406364,Pamlico Sound Survey(APES),6/7/2004,2004,6,7,MOUTH TO CHERRY PT/WILKINSON PT.,ZV5,
406365,Pamlico Sound Survey(APES),6/8/2004,2004,6,8,WEST OF BLUFF SHOAL,ZF45,
406366,Pamlico Sound Survey(APES),6/8/2004,2004,6,8,BLUFF SHOAL,ZD46,
406367,Pamlico Sound Survey(APES),6/8/2004,2004,6,8,WEST OF BLUFF SHOAL,ZJ20,
406368,Pamlico Sound Survey(APES),6/8/2004,2004,6,8,BLUFF SHOAL,ZA46,
406369,Pamlico Sound Survey(APES),6/8/2004,2004,6,8,WEST OF BLUFF SHOAL,ZN36,
406370,Pamlico Sound Survey(APES),6/8/2004,2004,6,8,WEST OF BLUFF SHOAL,ZO37,
406371,Pamlico Sound Survey(APES),6/8/2004,2004,6,8,WEST OF BLUFF SHOAL,ZO33,
406372,Pamlico Sound Survey(APES),6/8/2004,2004,6,8,WEST OF BLUFF SHOAL,ZG33,
406373,Pamlico Sound Survey(APES),6/8/2004,2004,6,8,BRANT ISLAND SHOAL,ZI32,
406374,Pamlico Sound Survey(APES),6/8/2004,2004,6,8,WEST OF BLUFF SHOAL,ZK30,
406375,Pamlico Sound Survey(APES),6/9/2004,2004,6,9,E. OF BLUFF TO LONG SH./RODAN.,YW64,
406376,Pamlico Sound Survey(APES),6/9/2004,2004,6,9,E. OF BLUFF TO LONG SH./RODAN.,YW54,
406377,Pamlico Sound Survey(APES),6/9/2004,2004,6,9,E. OF BLUFF TO LONG SH./RODAN.,YY50,
406378,Pamlico Sound Survey(APES),6/9/2004,2004,6,9,E. OF BLUFF TO LONG SH./RODAN.,ZB56,
406379,Pamlico Sound Survey(APES),6/9/2004,2004,6,9,E. OF BLUFF TO LONG SH./RODAN.,ZA54,
406380,Pamlico Sound Survey(APES),6/9/2004,2004,6,9,E. OF BLUFF TO LONG SH./RODAN.,ZD62,
406381,Pamlico Sound Survey(APES),6/9/2004,2004,6,9,E. OF BLUFF TO LONG SH./RODAN.,ZD60,
406382,Pamlico Sound Survey(APES),6/9/2004,2004,6,9,E. OF BLUFF TO LONG SH./RODAN.,ZD56,
406383,Pamlico Sound Survey(APES),6/9/2004,2004,6,9,E. OF BLUFF TO LONG SH./RODAN.,ZE54,
406384,Pamlico Sound Survey(APES),6/9/2004,2004,6,9,E. OF BLUFF TO LONG SH./RODAN.,ZC54,
406385,Pamlico Sound Survey(APES),6/10/2004,2004,6,10,DEEP COVE,YX30,
406386,Pamlico Sound Survey(APES),6/10/2004,2004,6,10,WEST OF BLUFF SHOAL,YZ38,
406387,Pamlico Sound Survey(APES),6/10/2004,2004,6,10,WEST OF BLUFF SHOAL,YZ42,
406388,Pamlico Sound Survey(APES),6/10/2004,2004,6,10,UPPER MIDDLE GROUND,YZ30,
406389,Pamlico Sound Survey(APES),6/10/2004,2004,6,10,GREAT ISLAND,YZ35,
406390,Pamlico Sound Survey(APES),6/15/2004,2004,6,15,E. OF BLUFF TO LONG SH./RODAN.,YT68,
406391,Pamlico Sound Survey(APES),6/15/2004,2004,6,15,E. OF BLUFF TO LONG SH./RODAN.,YT69,
406392,Pamlico Sound Survey(APES),6/15/2004,2004,6,15,E. OF BLUFF TO LONG SH./RODAN.,YS73,
406393,Pamlico Sound Survey(APES),6/15/2004,2004,6,15,E. OF BLUFF TO LONG SH./RODAN.,YU76,
406394,Pamlico Sound Survey(APES),6/15/2004,2004,6,15,E. OF BLUFF TO LONG SH./RODAN.,YT77,
406395,Pamlico Sound Survey(APES),6/15/2004,2004,6,15,E. OF BLUFF TO LONG SH./RODAN.,YP74,
406396,Pamlico Sound Survey(APES),6/15/2004,2004,6,15,E. OF BLUFF TO LONG SH./RODAN.,YO77,
406397,Pamlico Sound Survey(APES),6/15/2004,2004,6,15,E. OF BLUFF TO LONG SH./RODAN.,YM74,
406398,Pamlico Sound Survey(APES),6/15/2004,2004,6,15,E. OF BLUFF TO LONG SH./RODAN.,YL76,
406399,Pamlico Sound Survey(APES),6/15/2004,2004,6,15,LONG SH./RODAN. TO ROAN.MAR.LT.,V69,
406400,Pamlico Sound Survey(APES),6/15/2004,2004,6,15,LONG SH./RODAN. TO ROAN.MAR.LT.,YC69,
406401,Pamlico Sound Survey(APES),6/16/2004,2004,6,16,LONG SHOAL RIVER,YI58,
406402,Pamlico Sound Survey(APES),6/16/2004,2004,6,16,E. OF BLUFF TO LONG SH./RODAN.,YL61,
406403,Pamlico Sound Survey(APES),6/16/2004,2004,6,16,E. OF BLUFF TO LONG SH./RODAN.,YN67,
406404,Pamlico Sound Survey(APES),6/22/2004,2004,6,22,GUM PT./GARRISON PT. TO MOUTH,YW18,
406405,Pamlico Sound Survey(APES),6/22/2004,2004,6,22,GUM PT./GARRISON PT. TO MOUTH,YV18,
406406,Pamlico Sound Survey(APES),6/22/2004,2004,6,22,E. OF BLUFF TO LONG SH./RODAN.,YO56,
406407,Pamlico Sound Survey(APES),6/22/2004,2004,6,22,E. OF BLUFF TO LONG SH./RODAN.,YQ54,
406408,Pamlico Sound Survey(APES),6/23/2004,2004,6,23,GUM PT./GARRISON PT. TO MOUTH,YW15,
406409,Pamlico Sound Survey(APES),6/23/2004,2004,6,23,UPSTREAM DRNT/PUNGO PT,YL16,
406410,Pamlico Sound Survey(APES),6/23/2004,2004,6,23,UPSTREAM DRNT/PUNGO PT,YL20,
406411,Pamlico Sound Survey(APES),6/23/2004,2004,6,23,SNDY PT/O.FLD.PT-MOUTH,YT17,
406412,Pamlico Sound Survey(APES),6/23/2004,2004,6,23,GUM PT./GARRISON PT. TO MOUTH,YS7,
406413,Pamlico Sound Survey(APES),6/23/2004,2004,6,23,GUM PT./GARRISON PT. TO MOUTH,YS5,
410137,Pamlico Sound Survey(APES),9/16/2004,2004,9,16,E. OF BLUFF TO LONG SH./RODAN.,YZ52,
