PROJECTNAME,PROJECTAGENCY,DATE,EVENTNAME,COLLECTIONNUMBER,VESSELNAME,GEARNAME,GEARCODE,TOWTYPETEXT,LOCATION,REGION,DEPTHZONE,STATIONCODE,EVENTTYPEDESCRIPTION,TEMPSURFACE,TEMPBOTTOM,SALINITYSURFACE,SALINITYBOTTOM,LIGHTPHASE,TIMESTART,TIMEZONE,DURATION,DEPTHSTART,DEPTHEND,PRESSURE,WINDSPEED,WINDDIRECTION,WAVEHEIGHT,TEMPAIR,PRECIPITATION,ESTIMATEDLOC,LATITUDESTART,LATITUDEEND,LONGITUDESTART,LONGITUDEEND,SDO,BDO,SEDSIZEDESC,BTMCOMPDESC,WEATHERDESC,WATERLVLDESC,ALTERATIONDESC,ACTIVITYDESC,NUMBERREP,ACCSPGRIDCODE,COMMENTS,LASTUPDATED
="Pamlico Sound Survey",="NCDMF",06-13-2000,="0008827",="000882701",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YP74",="STRATIFIED RANDOM EVENT",25.40,25.20,18.29999924,18.39999962,="DAY",="13:30",="EDT",20,5.1999998090,5.1999998090,,0,,,,="F",="F",35.45000076,,-75.61669922,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:14:47 AM
="Pamlico Sound Survey",="NCDMF",06-13-2000,="0008828",="000882801",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YO72",="STRATIFIED RANDOM EVENT",25.40,25.20,18.29999924,18.39999962,="DAY",="14:10",="EDT",20,5.8000001910,5.8000001910,,20,225,,,="F",="F",35.46670151,,-75.63330078,,,,,,="50% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:14:47 AM
="Pamlico Sound Survey",="NCDMF",06-13-2000,="0008829",="000882901",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YO71",="STRATIFIED RANDOM EVENT",25.40,25.20,18.29999924,18.39999962,="DAY",="14:45",="EDT",20,5.8000001910,5.8000001910,,20,225,,,="F",="F",35.46670151,,-75.65000153,,,,,,="25% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:14:48 AM
="Pamlico Sound Survey",="NCDMF",06-15-2000,="0008830",="000883001",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YV57",="STRATIFIED RANDOM EVENT",26.10,26,19.10000038,19,="DAY",="09:30",="EDT",20,5.50,5.50,,15,225,,,="F",="F",35.36669922,,-75.90000153,,6.60,6.30,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:14:48 AM
="Pamlico Sound Survey",="NCDMF",06-15-2000,="0008831",="000883101",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YS54",="STRATIFIED RANDOM EVENT",26.20,26,18.89999962,18.89999962,="DAY",="08:45",="EDT",20,4.9000000950,4.9000000950,,15,225,,,="F",="F",35.41669846,,-75.94999695,,6.60,6.30,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:14:48 AM
="Pamlico Sound Survey",="NCDMF",06-15-2000,="0008832",="000883201",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YQ53",="STRATIFIED RANDOM EVENT",26.70,26,19.79999924,19.10000038,="DAY",="08:00",="EDT",20,4,4,,15,225,,,="F",="F",35.45000076,,-75.94999695,,6.90,6.60,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:14:48 AM
="Pamlico Sound Survey",="NCDMF",06-15-2000,="0008833",="000883301",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YO52",="STRATIFIED RANDOM EVENT",26.10,26.10,19.29999924,19.29999924,="DAY",="07:20",="EDT",20,3.0999999050,3.0999999050,,15,225,,,="F",="F",35.48329926,,-75.96669769,,6.80,6.80,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:14:48 AM
="Pamlico Sound Survey",="NCDMF",06-14-2000,="0008834",="000883401",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YL58",="STRATIFIED RANDOM EVENT",25.20,25.20,14.30000019,19.20000076,="DAY",="07:00",="EDT",20,4.5999999050,4.5999999050,,15,225,,,="F",="F",35.51670074,,-75.88330078,,6.50,6.70,,,="25% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:14:48 AM
="Pamlico Sound Survey",="NCDMF",06-14-2000,="0008835",="000883501",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YN66",="STRATIFIED RANDOM EVENT",25.40,25.30,19,19,="DAY",="08:10",="EDT",20,5.8000001910,5.8000001910,,15,225,,,="F",="F",35.50,,-75.75,,6.60,6.70,,,="25% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:14:48 AM
="Pamlico Sound Survey",="NCDMF",06-14-2000,="0008836",="000883601",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YS70",="STRATIFIED RANDOM EVENT",25.50,25.30,18.29999924,18.29999924,="DAY",="09:15",="EDT",20,6.0999999050,6.0999999050,,15,225,,,="F",="F",35.41669846,,-75.68329620,,6.70,6.70,,,="HAZE",,,,="01",="635-0034-000000",,3/1/2018 10:14:48 AM
="Pamlico Sound Survey",="NCDMF",06-14-2000,="0008837",="000883701",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YR67",="STRATIFIED RANDOM EVENT",25.60,25.40,18.20000076,18.20000076,="DAY",="09:55",="EDT",20,6.0999999050,6.0999999050,,15,225,,,="F",="F",35.41669846,,-75.71669769,,6.70,6.70,,,="HAZE",,,,="01",="635-0034-000000",,3/1/2018 10:14:48 AM
="Pamlico Sound Survey",="NCDMF",06-14-2000,="0008838",="000883801",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YN71",="STRATIFIED RANDOM EVENT",25.40,25.20,18.29999924,18.39999962,="DAY",="10:40",="EDT",20,5.8000001910,5.8000001910,,15,225,,,="F",="F",35.48329926,,-75.66670227,,6.70,6.50,,="ALGAE",="HAZE",,,,="01",="635-0034-000000",,3/1/2018 10:14:48 AM
="Pamlico Sound Survey",="NCDMF",06-14-2000,="0008839",="000883901",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YK78",="STRATIFIED RANDOM EVENT",26,25.60,17.89999962,17.89999962,="DAY",="11:40",="EDT",20,4,4,,15,225,,,="F",="F",35.53329849,,-75.55000305,,6.80,6.50,,,="25% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:14:48 AM
="Pamlico Sound Survey",="NCDMF",06-14-2000,="0008840",="000884001",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YI77",="STRATIFIED RANDOM EVENT",26,25.60,17.89999962,17.89999962,="DAY",="12:20",="EDT",20,4.9000000950,4.9000000950,,15,225,,,="F",="F",35.56669998,,-75.56670380,,,,,="GRASS",="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:14:48 AM
="Pamlico Sound Survey",="NCDMF",06-14-2000,="0008841",="000884101",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YH78",="STRATIFIED RANDOM EVENT",26,25.60,17.89999962,17.89999962,="DAY",="12:50",="EDT",20,4,4,,20,225,,,="F",="F",35.56669998,,-75.55000305,,,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:14:48 AM
="Pamlico Sound Survey",="NCDMF",06-14-2000,="0008842",="000884201",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YE75",="STRATIFIED RANDOM EVENT",26,25.60,18,18,="DAY",="13:20",="EDT",20,4.3000001910,4.3000001910,,20,225,,,="F",="F",35.63330078,,-75.58329773,,,,,,="25% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:14:48 AM
="Pamlico Sound Survey",="NCDMF",06-14-2000,="0008843",="000884301",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="V70",="STRATIFIED RANDOM EVENT",26,25.60,18,18,="DAY",="15:20",="EDT",20,3.4000000950,3.4000000950,,20,225,,,="F",="F",35.78329849,,-75.66670227,,,,,,="25% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:14:48 AM
="Pamlico Sound Survey",="NCDMF",06-14-2000,="0008844",="000884401",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YA68",="STRATIFIED RANDOM EVENT",26,25.60,18,18,="DAY",="16:30",="EDT",20,2.4000000950,2.4000000950,,20,225,,,="F",="F",35.70000076,,-75.69999695,,,,,,="25% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:14:48 AM
="Pamlico Sound Survey",="NCDMF",06-14-2000,="0008845",="000884501",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YH66",="STRATIFIED RANDOM EVENT",26,25.60,18,18,="DAY",="18:00",="EDT",20,2.7000000480,2.7000000480,,20,225,,,="F",="F",35.59999847,,-75.73329926,,,,,,="25% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:14:48 AM
="Pamlico Sound Survey",="NCDMF",09-11-2000,="0010554",="001055401",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="NEUSE RIVER",="NORTH CAROLINA",,="ZR8",="STRATIFIED RANDOM EVENT",25.90,25.80,12.30000019,12.39999962,="DAY",="13:42",="EDT",20,4.5999999050,4.5999999050,,12,45,,,="F",="F",34.98329926,,-76.69999695,,9.70,9.80,,,="CLEAR SKIES",,,,="01",="701-0029-000000",,3/1/2018 10:14:48 AM
="Pamlico Sound Survey",="NCDMF",09-11-2000,="0010555",="001055501",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="NEUSE RIVER",="NORTH CAROLINA",,="ZR11",="STRATIFIED RANDOM EVENT",25.70,25.60,14.80000019,14.80000019,="DAY",="14:35",="EDT",20,2.7000000480,2.7000000480,,12,45,,,="F",="F",35,,-76.66670227,,9.20,10.30,,,="CLEAR SKIES",,,,="01",="701-0029-000000",,3/1/2018 10:14:49 AM
="Pamlico Sound Survey",="NCDMF",09-11-2000,="0010556",="001055601",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="NEUSE RIVER",="NORTH CAROLINA",,="ZN16",="STRATIFIED RANDOM EVENT",25.80,25.70,15.80000019,15.69999981,="DAY",="15:30",="EDT",20,5.1999998090,5.1999998090,,12,45,,,="F",="F",35.04999924,,-76.58329773,,9.80,8.10,,,="CLEAR SKIES",,,,="01",="635-0029-000000",,3/1/2018 10:14:49 AM
="Pamlico Sound Survey",="NCDMF",09-12-2000,="0010557",="001055701",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="NEUSE RIVER",="NORTH CAROLINA",,="ZN21",="STRATIFIED RANDOM EVENT",24.80,24.70,16.60000038,16.60000038,="DAY",="08:17",="EDT",20,5.1999998090,5.1999998090,,10,45,,,="F",="F",35.04999924,,-76.50,,8.30,10.10,,,="CLEAR SKIES",,,,="01",="635-0029-000000",,3/1/2018 10:14:49 AM
="Pamlico Sound Survey",="NCDMF",09-12-2000,="0010558",="001055801",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="NEUSE RIVER",="NORTH CAROLINA",,="ZM21",="STRATIFIED RANDOM EVENT",24.80,24.70,16.60000038,16.60000038,="DAY",="08:51",="EDT",20,5.1999998090,5.1999998090,,10,45,,,="F",="F",35.06669998,,-76.50,,8.30,10.10,,,="CLEAR SKIES",,,,="01",="635-0029-000000",,3/1/2018 10:14:49 AM
="Pamlico Sound Survey",="NCDMF",09-12-2000,="0010559",="001055901",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZJ23",="STRATIFIED RANDOM EVENT",25.10,25,17,17.10000038,="DAY",="09:31",="EDT",20,5.8000001910,5.8000001910,,10,45,,,="F",="F",35.11669922,,-76.46669769,,8.30,9.10,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:14:49 AM
="Pamlico Sound Survey",="NCDMF",09-12-2000,="0010560",="001056001",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZH23",="STRATIFIED RANDOM EVENT",25.30,25.20,17.79999924,17.79999924,="DAY",="10:14",="EDT",20,5.8000001910,5.8000001910,,10,45,,,="F",="F",35.15000153,,-76.46669769,,10,10.80,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:14:49 AM
="Pamlico Sound Survey",="NCDMF",09-12-2000,="0010561",="001056101",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZK34",="STRATIFIED RANDOM EVENT",25.10,24.90,18.29999924,18.29999924,="DAY",="11:38",="EDT",20,6.0999999050,6.0999999050,,10,45,,,="F",="F",35.11669922,,-76.28330231,,9.80,11.20,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:14:49 AM
="Pamlico Sound Survey",="NCDMF",09-12-2000,="0010562",="001056201",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZL35",="STRATIFIED RANDOM EVENT",25.20,25,17.79999924,18.20000076,="DAY",="12:12",="EDT",20,6.0999999050,6.0999999050,,10,45,,,="F",="F",35.09999847,,-76.26670074,,9.70,10.20,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:14:49 AM
="Pamlico Sound Survey",="NCDMF",09-12-2000,="0010563",="001056301",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZM37",="STRATIFIED RANDOM EVENT",25.40,25.30,22.39999962,22.39999962,="DAY",="12:49",="EDT",20,5.8000001910,5.8000001910,,10,45,,,="F",="F",35.08330154,,-76.23329926,,9.10,9.80,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:14:49 AM
="Pamlico Sound Survey",="NCDMF",09-12-2000,="0010564",="001056401",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZO37",="STRATIFIED RANDOM EVENT",25.90,25.30,22.39999962,22.39999962,="DAY",="13:22",="EDT",20,5.1999998090,5.1999998090,,10,45,,,="F",="F",35.04999924,,-76.23329926,,11.30,10.80,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:14:49 AM
="Pamlico Sound Survey",="NCDMF",09-12-2000,="0010565",="001056501",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZE43",="STRATIFIED RANDOM EVENT",26,25.40,17.60000038,18.20000076,="DAY",="14:55",="EDT",20,5.8000001910,5.8000001910,,10,45,,,="F",="F",35.20000076,,-76.13330078,,11,11.80,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:14:49 AM
="Pamlico Sound Survey",="NCDMF",09-12-2000,="0010566",="001056601",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="ZF46",="STRATIFIED RANDOM EVENT",26,25.40,17.60000038,18.20000076,="DAY",="15:42",="EDT",20,2.7000000480,2.7000000480,,10,45,,,="F",="F",35.20000076,,-76.08329773,,11,11.80,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:14:49 AM
="Pamlico Sound Survey",="NCDMF",09-13-2000,="0010567",="001056701",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZD54",="STRATIFIED RANDOM EVENT",25.20,25.40,18.10000038,18.39999962,="DAWN",="07:22",="EDT",20,5.8000001910,5.8000001910,,7,45,,,="F",="F",35.21670151,,-75.94999695,,10.30,10.40,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:14:49 AM
="Pamlico Sound Survey",="NCDMF",09-13-2000,="0010568",="001056801",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZC63",="STRATIFIED RANDOM EVENT",25.40,25.50,18.29999924,18.79999924,="DAY",="08:31",="EDT",20,4.3000001910,4.3000001910,,7,45,,,="F",="F",35.23329926,,-75.80000305,,10.20,10.80,,="GRASS",="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:14:49 AM
="Pamlico Sound Survey",="NCDMF",09-13-2000,="0010569",="001056901",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="ZC65",="STRATIFIED RANDOM EVENT",25.50,25.40,17.39999962,18.79999924,="DAY",="09:03",="EDT",20,3.4000000950,3.4000000950,,7,45,,,="F",="F",35.23329926,,-75.76670074,,10.40,10.80,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:14:49 AM
="Pamlico Sound Survey",="NCDMF",09-13-2000,="0010570",="001057001",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZA62",="STRATIFIED RANDOM EVENT",25.80,25.70,18.60000038,18.39999962,="DAY",="09:41",="EDT",20,4.5999999050,4.5999999050,,7,45,,,="F",="F",35.26670074,,-75.80000305,,10.50,10.20,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:14:49 AM
="Pamlico Sound Survey",="NCDMF",09-13-2000,="0010571",="001057101",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YY71",="STRATIFIED RANDOM EVENT",26.10,25.30,17.10000038,17.20000076,="DAY",="10:43",="EDT",20,2.7000000480,2.7000000480,,7,45,,,="F",="F",35.31669998,,-75.66670227,,10.30,10.50,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:14:49 AM
="Pamlico Sound Survey",="NCDMF",09-13-2000,="0010572",="001057201",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YV73",="STRATIFIED RANDOM EVENT",26.60,25.40,17.70000076,17.89999962,="DAY",="11:23",="EDT",20,4.5999999050,4.5999999050,,7,45,,,="F",="F",35.34999847,,-75.63330078,,8.10,9.60,,="GRASS",="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:14:49 AM
="Pamlico Sound Survey",="NCDMF",09-13-2000,="0010573",="001057301",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YP78",="STRATIFIED RANDOM EVENT",26.50,25.50,20.89999962,21,="DAY",="12:17",="EDT",20,3,3,,7,45,,,="F",="F",35.45000076,,-75.53330231,,8,9,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:14:50 AM
="Pamlico Sound Survey",="NCDMF",09-13-2000,="0010574",="001057401",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YM76",="STRATIFIED RANDOM EVENT",26.80,25.60,20.89999962,21,="DAY",="13:00",="EDT",20,4.9000000950,4.9000000950,,7,45,,,="F",="F",35.50,,-75.56670380,,7.10,8.60,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:14:50 AM
="Pamlico Sound Survey",="NCDMF",09-13-2000,="0010575",="001057501",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YK74",="STRATIFIED RANDOM EVENT",26.70,25.50,19.60000038,20.20000076,="DAY",="13:34",="EDT",20,4.9000000950,4.9000000950,,10,45,,,="F",="F",35.53329849,,-75.59999847,,6,7.70,,="GRASS",="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:14:50 AM
="Pamlico Sound Survey",="NCDMF",09-13-2000,="0010576",="001057601",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="Z71",="STRATIFIED RANDOM EVENT",26.70,25.80,19.50,20.39999962,="DAY",="14:49",="EDT",20,3.4000000950,3.4000000950,,7,45,,,="F",="F",35.71670151,,-75.65000153,,11.30,11.20,,,="25% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:14:50 AM
="Pamlico Sound Survey",="NCDMF",09-13-2000,="0010577",="001057701",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="U68",="STRATIFIED RANDOM EVENT",26.50,25.20,18.89999962,19.79999924,="DAY",="15:41",="EDT",20,3.7000000480,3.7000000480,,7,45,,,="F",="F",35.81669998,,-75.69999695,,10.90,10.60,,="GRASS",="25% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:14:50 AM
="Pamlico Sound Survey",="NCDMF",09-13-2000,="0010578",="001057801",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YJ67",="STRATIFIED RANDOM EVENT",27.30,24.80,10.50,18,="DAY",="17:23",="EDT",20,2.7000000480,2.7000000480,,7,45,,,="F",="F",35.56669998,,-75.73329926,,10.60,7.40,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:14:50 AM
="Pamlico Sound Survey",="NCDMF",09-14-2000,="0010579",="001057901",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YJ60",="STRATIFIED RANDOM EVENT",26.40,26.20,13.69999981,13.80000019,="DAWN",="07:37",="EDT",20,3.4000000950,3.4000000950,,10,45,,,="F",="F",35.56669998,,-75.84999847,,10.20,10.40,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:14:50 AM
="Pamlico Sound Survey",="NCDMF",09-14-2000,="0010580",="001058001",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YK64",="STRATIFIED RANDOM EVENT",26,25.90,14,14.50,="DAY",="08:22",="EDT",20,4.9000000950,4.9000000950,,10,45,,,="F",="F",35.54999924,,-75.78330231,,10.10,10.40,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:14:50 AM
